"","logFC","logCPM","PValue","FDR"
"ATP2A3",-1.62997380866527,7.21451443863135,2.14605754089341e-31,2.86561267495543e-30
"AL136366.1",-2.19802609105808,-3.49835413702356,2.16215127089797e-31,2.88588276727839e-30
"HSPB2",-1.67728298704364,-0.808533282092951,2.37394258817231e-31,3.1632209273778e-30
"LINC02541",-1.8907550562673,-2.09522429312944,2.40663341851198e-31,3.20407794315419e-30
"AC022034.4",-2.4402698864556,-3.59002705509279,2.49604025697389e-31,3.32031157215057e-30
"CNGA3",-2.97718621956022,-0.238430506312389,2.5282623610759e-31,3.36034466863571e-30
"AP001542.3",-1.27957639368849,0.202235474942445,2.74332629928558e-31,3.64465549929897e-30
"LRRC7",-1.5567278211415,-0.839275138213544,3.59156153724871e-31,4.75558271778284e-30
"PDZRN3",-1.52529462900779,4.16992618513732,3.71813619317094e-31,4.91905681536221e-30
"CHST5",-2.51195772750408,2.58725050212637,3.83673618640594e-31,5.07383869138228e-30
"SNAP25",-2.61889510740769,-0.036749116387087,3.92905814491104e-31,5.1937545595052e-30
"RALYL",-3.15828115237073,-3.19473146079542,4.07905773659174e-31,5.38978130791061e-30
"PKD1L2",-2.23102660918027,-1.76909515992925,4.17216705546262e-31,5.50590116053595e-30
"NPY",-2.88520067802128,-1.84465761537208,4.37051672068206e-31,5.75803731261503e-30
"IMPA1",-1.10107451773066,4.88351500544045,4.71892104028978e-31,6.20928248337672e-30
"CLEC17A",-2.42525196593748,-1.43133111970632,4.97975984531613e-31,6.54704755693186e-30
"PLIN4",-3.00855737858849,3.82329696671443,4.98272079213859e-31,6.54821539043404e-30
"LINC02362",-1.7496350619066,0.556734626539654,5.3448913595322e-31,7.02125375142208e-30
"CD1C",-1.79107861041198,0.474684283346447,5.43892341794469e-31,7.13884119414735e-30
"ARHGAP15",-1.34779766106021,1.98551192909198,5.45649014248924e-31,7.15892413088299e-30
"LRRC55",-1.90853927141615,-0.875667013973718,5.94599988867299e-31,7.79468773787742e-30
"BTK",-1.58388451166858,2.08436750637467,6.12782270691215e-31,8.02638071225023e-30
"STAB1",-1.45355126766219,5.65304934966888,6.18639645786262e-31,8.09974402375689e-30
"ARHGAP42",-1.14003905763344,3.50019044584782,6.79585553748104e-31,8.87196132213382e-30
"AGFG2",-1.05930401035809,5.50588444386347,7.08107735854822e-31,9.23287152243557e-30
"ENAM",-2.59160700298164,-1.41716524994558,7.33625973894441e-31,9.55376974165171e-30
"FLNB",-1.01653763206781,8.90109439725249,7.59527536802217e-31,9.88425562355757e-30
"IL1R2",-2.06950260047609,3.79399256936035,8.03247017486769e-31,1.04303259447018e-29
"LSP1",-1.43659082489066,5.12534676224332,8.07788604210152e-31,1.04849898820096e-29
"AC097534.2",-1.21022223487449,-0.110703524929873,8.22856806948965e-31,1.06674251546732e-29
"MICU3",-1.90045621203976,-0.214490364538543,8.34307561763793e-31,1.08070023775332e-29
"PNOC",-2.11888832763702,-0.595746733587019,8.73902845974433e-31,1.13152510708485e-29
"SOWAHB",-1.11250288693369,3.83175613593299,1.0691450089186e-30,1.38205803055505e-29
"CCNJL",-1.57124559001609,3.44866938556369,1.08334822099373e-30,1.3998454129184e-29
"TSPAN2",-1.90869366910989,3.46735232036315,1.24446794723567e-30,1.60540938574996e-29
"PTH1R",-1.9366299891562,-0.516695126458073,1.27914766321616e-30,1.64947396424442e-29
"GPR34",-1.67608441100285,2.14549071829329,1.33905265310739e-30,1.72601756302006e-29
"IGKV3-7",-2.58463476731821,0.612847711347844,1.37445352137888e-30,1.77092618682394e-29
"SLC6A9",-1.36265920434131,4.35541713690043,1.47507724658853e-30,1.89748027082539e-29
"CAMK4",-1.48994011045001,1.39785636785725,1.54030277167777e-30,1.9797715811886e-29
"AC027807.2",-2.35486240891945,-3.66861100393355,1.56723755679978e-30,2.01357202651385e-29
"UCHL1",-2.08246664648187,2.53140763222872,1.59646420790305e-30,2.04862281560849e-29
"AL109955.1",-1.55629494238836,-1.95513380723965,1.65041327913384e-30,2.11613257823358e-29
"LINC01687",-3.26485393474575,-2.59817649346106,1.80395736076651e-30,2.30832016600634e-29
"ANTXR2",-1.2284443488611,6.16626404754144,1.92212132573012e-30,2.45852546735998e-29
"NEO1",-1.08081741357335,7.01882008532464,1.94415089401318e-30,2.48569644656246e-29
"RETREG1",-1.42962940913479,5.06791202928312,2.05229400964829e-30,2.6207811094106e-29
"EDNRB",-1.37210157867486,3.43321571841758,2.09215190043511e-30,2.6706002016342e-29
"TNFRSF13C",-1.8221342097525,1.29894003154342,2.12443085552838e-30,2.71070856295268e-29
"SLC28A1",-3.13749330217584,-1.34228174056966,2.13713805430387e-30,2.72472165252713e-29
"LINC00483",-1.54318121292456,3.75288160630739,2.16278941074764e-30,2.75631326558088e-29
"DDX60",-1.50523864226209,5.27203039553386,2.24225822230665e-30,2.85413634235833e-29
"AC084200.1",-2.94198723823005,-3.60453314984627,2.26361482480739e-30,2.88016041724285e-29
"SNTG2",-2.37639018190637,-2.70317821979167,2.33359947302062e-30,2.96681722942216e-29
"ALKAL2",-1.97743892424214,-0.332848450699221,2.34796949404615e-30,2.98268597609168e-29
"FXYD3",-1.49393864487177,9.19155635123198,2.49126532929278e-30,3.15963651338205e-29
"LINC02447",-1.59872452808758,-1.86215931977877,2.68089380167809e-30,3.39468849204072e-29
"AC104819.3",-1.47970443298283,-2.13636915234295,2.73210767349915e-30,3.45676722983014e-29
"STK32B",-1.56158114092179,0.00611184876742088,2.8383817520614e-30,3.58691978771504e-29
"ENTPD8",-2.20141817589957,4.78441035608405,2.960646700156e-30,3.73843769776293e-29
"EBF1",-1.48457661321228,1.74552025008634,2.97866023423064e-30,3.75968089412899e-29
"AP001533.1",-2.19677856436161,-3.66164301537659,3.07078634415393e-30,3.87286838207007e-29
"LINC01588",-1.12966527889329,1.38610419972636,3.23509086703495e-30,4.07358412762994e-29
"FLI1",-1.29731961119559,3.14201655553634,3.28451008174701e-30,4.13251800129961e-29
"DSCAML1",-2.32752389520403,-0.15609404749161,3.48154779055888e-30,4.37520045135747e-29
"AC046185.2",-1.22967920472147,-1.28936755903783,3.53088062034876e-30,4.43366897610009e-29
"RHBDL2",-1.78311544266666,3.41871725488799,3.54110843819605e-30,4.44298009880571e-29
"WSCD2",-2.65101987444362,-0.626795946950501,4.09215128310605e-30,5.12216067698769e-29
"AC096751.1",-2.07635985344002,-2.56133248474637,4.39138977908195e-30,5.49019300714428e-29
"TESPA1",-1.58664063344362,0.633775413667319,4.79626430842684e-30,5.9868976015855e-29
"ZNF135",-1.62449280458409,0.110129947741199,4.91568021019413e-30,6.13353415800408e-29
"EPB41L4A",-1.71999073568236,1.62242756056655,5.19078274784769e-30,6.47168111100047e-29
"DZIP1",-1.41136010347301,2.21784089764082,5.4704471941728e-30,6.81229161235717e-29
"ZDHHC22",-3.15360586008719,-2.79490882460713,5.53370915311557e-30,6.88835592097637e-29
"TMEM156",-1.6702722831983,-0.0885476103002362,5.66829346566382e-30,7.0531073438644e-29
"EPHA10",-1.27265483623687,4.13942868191609,5.71197583290651e-30,7.10466348381951e-29
"CLCN2",-1.27267884708907,5.43841438102038,6.10238288152795e-30,7.58130485159703e-29
"GPR162",-1.2857097488659,0.724929161603223,6.1655350048195e-30,7.6567510773295e-29
"IGKV6D-21",-3.10098435625237,0.376673612242633,6.1863576796136e-30,7.67959128377338e-29
"AP003071.3",-2.39420553144471,-3.62226077526091,6.2446162222956e-30,7.74886725494835e-29
"MYT1L",-2.93112910494453,-2.9399227277904,6.50713339372813e-30,8.0714513273676e-29
"AL513542.1",-2.16046593439424,-3.24360999498098,6.86995308014169e-30,8.50813122935776e-29
"SGK2",-1.60671137482023,4.81663808775583,7.05879244779609e-30,8.73857483554945e-29
"MSTN",-2.07359886999961,-1.90216895527171,7.37024940963498e-30,9.11700429125285e-29
"FIGN",-1.76624174033068,-0.246234806213166,7.62549585326906e-30,9.42536347779067e-29
"FKBP5",-1.11252768625441,5.70995548558679,7.9718674397341e-30,9.84963660631675e-29
"AC096745.2",-2.64903490352523,-2.30297047609898,8.4790305379715e-30,1.04598989373734e-28
"NLGN3",-1.39694638364891,0.466447307981412,9.09513372794311e-30,1.12155565912142e-28
"ZNF540",-1.40189537502094,-0.366583512731857,9.23513714636872e-30,1.1383756842186e-28
"AC011365.2",-1.86808226916938,-3.43422677544951,9.55586485577214e-30,1.17607494502692e-28
"PYY2",-1.67404667435451,-2.01765405039256,9.6814827406315e-30,1.19060756802169e-28
"EPB41L4A-DT",-1.62909875094322,-1.29002326330801,9.71390909088903e-30,1.19413046656987e-28
"SLC37A2",-1.96692397062819,3.63228125581504,9.84218100142777e-30,1.20942833285923e-28
"LINC01081",-1.72399714406492,-2.990582036362,1.13188765369523e-29,1.38818814608671e-28
"ZNF710-AS1",-1.24418302731762,2.47283989013171,1.13758024549623e-29,1.3946283545193e-28
"SYP",-1.69379658156572,1.99293446747191,1.167098045409e-29,1.42970641910068e-28
"BMF",-1.15400675429844,4.13129038263605,1.17679046445852e-29,1.44102097455962e-28
"IGHJ3P",-2.55984761307002,-1.34523853067527,1.19097608771984e-29,1.4578267159757e-28
"GCOM1",-1.46062240100905,0.0348339612536185,1.19788542253128e-29,1.46571627242567e-28
"AC024337.2",-2.08205893682436,-3.04486270073319,1.23791241581117e-29,1.5129348917881e-28
"SMPD3",-1.32425911680262,5.43172676380762,1.27669361921021e-29,1.55972859674045e-28
"AC104825.1",-1.37720335813334,0.598141815648236,1.51060380882731e-29,1.84122323041209e-28
"ETNK1",-1.07627164701118,6.4471846151602,1.61628192626612e-29,1.9677531752033e-28
"PAPPA2",-2.43783145142985,-0.37081832907518,1.69408582335638e-29,2.05850974681916e-28
"TEK",-1.34885679932978,2.72920700046969,1.8113796576643e-29,2.1984985602992e-28
"BTC",-1.1954050306616,3.08099002634807,1.86722654363155e-29,2.26541045287833e-28
"PITPNM3",-1.44254816328658,4.06154050975603,2.0894798838814e-29,2.52923133990287e-28
"DYNC1I1",-2.17614608514343,0.844953503618452,2.23546952050951e-29,2.70490955807955e-28
"DPYD",-1.72035510708048,3.40340069376813,2.26681609723706e-29,2.74178870444144e-28
"IGLV5-48",-2.79355270525869,-1.77596031719622,2.30623065029349e-29,2.7851966718166e-28
"ROR1",-1.8617463644192,1.72318490675941,2.51149274728564e-29,3.03192932231545e-28
"FBXL7",-1.40631375978326,2.54032401245351,2.5868001881915e-29,3.12045736332699e-28
"PMP22",-1.37897601529434,5.68454819274082,2.66948831047573e-29,3.21651961071166e-28
"UNC79",-1.31959124748303,-1.11925696642655,2.82908119965262e-29,3.40751667329871e-28
"NAPSB",-1.57000186545935,2.11568003706384,3.02003895407133e-29,3.63336217349488e-28
"AL662844.4",-1.14869678620201,0.434642033167801,3.38225339683459e-29,4.05986062181592e-28
"AC104971.3",-2.37188574183227,-3.66580883472623,3.65020646282516e-29,4.37983185643886e-28
"AF186192.2",-2.26710836878523,-2.08502363819287,3.65743070843109e-29,4.38683403080726e-28
"SH3BGRL",-1.16375387771144,6.22817220044087,3.88225423209335e-29,4.65296122740991e-28
"LINC01394",-1.9041695877733,-3.52588980287044,3.90331691210059e-29,4.67643121744384e-28
"CHRNA1",-1.72986759216518,0.364231743476342,4.04092884796072e-29,4.83946418095615e-28
"ASXL3",-2.12624601841152,0.486462421568435,4.12736940505252e-29,4.93737151131481e-28
"AP003548.1",-1.99894540610684,-3.42258437521405,4.31803963863697e-29,5.16155226271123e-28
"PAK3",-1.90711174439825,-0.903756521444391,4.48147033862111e-29,5.35285793603239e-28
"CCL13",-2.39967892128325,1.60651723141358,4.60133988337595e-29,5.49395808524173e-28
"RNF125",-1.48329354476865,3.35189816742086,4.68332169486726e-29,5.58973110336009e-28
"SNCA",-1.92872829572499,0.975185605694556,5.3192271247294e-29,6.33913023581954e-28
"MIXL1",-1.96577005687573,-1.41826075833629,5.70316920590573e-29,6.79156519872521e-28
"GAPT",-1.85387306323423,0.00959738902102861,5.85841589021585e-29,6.97381059606592e-28
"IGKV1-39",-2.84121887374346,-0.328162657753028,5.9423770086599e-29,7.06577029862974e-28
"FOXD3-AS1",-2.68072728551231,-2.40404936463101,6.17849369379374e-29,7.34099854336314e-28
"CCL21",-2.19975831523832,4.29507137093297,6.54873241602805e-29,7.76921153659686e-28
"IGLV1-50",-2.50988364468601,-1.05182654164981,7.28140174281455e-29,8.62223857798876e-28
"KIRREL3",-1.95162049106223,-0.518863118245203,7.58229819836247e-29,8.97181823898373e-28
"SLC15A1",-2.60737043940574,2.75359203835469,8.26813805728606e-29,9.77466795872846e-28
"OLFM1",-1.75848304003178,2.54941541668321,8.2700875047261e-29,9.77466795872846e-28
"PID1",-1.62994515021238,4.53502314682184,8.45278180470401e-29,9.97939968445493e-28
"ZNF626",-1.63548375897532,0.173831180603047,8.77276293769161e-29,1.03494361273522e-27
"IGKV1-17",-2.4871027479477,3.61910070822651,9.00819520502812e-29,1.06192504146438e-27
"AC009163.2",-2.55471362539735,-2.0167609548574,9.11093126078092e-29,1.07363540217028e-27
"CLIC2",-1.44797508118159,2.59786848612592,9.40861844750284e-29,1.10747571763024e-27
"PABPC5",-1.69704583082901,-1.10563536752653,9.41236317022941e-29,1.10750387201884e-27
"PTGR1",-1.04576989251775,5.05982668074233,1.01647920831395e-28,1.19514803231346e-27
"AL162171.1",-1.5124421198125,-1.69051582046647,1.0493103374563e-28,1.23283233511554e-27
"GRIA1",-2.39603748994763,-2.18987360222914,1.05505887033105e-28,1.23866499035187e-27
"COL6A5",-2.6269667224445,-1.62686870727029,1.07575448099337e-28,1.26249299101127e-27
"SCARA3",-1.63116187538544,3.26716180665963,1.08729633681642e-28,1.27556454396737e-27
"VWC2",-2.21809968651819,-1.80919994703888,1.09222557378329e-28,1.28087166119285e-27
"FSIP2",-2.26194253225627,2.37257683032932,1.10220531013931e-28,1.2916161855798e-27
"AC025259.2",-2.10946413774364,-3.29451085280266,1.1265216128181e-28,1.31962170240126e-27
"RTCA-AS1",-1.27329768374531,-1.92883829718049,1.17198191926908e-28,1.37134906575808e-27
"AC005682.1",-1.83149430916191,-1.80681632143584,1.1784074082381e-28,1.37835709916573e-27
"LINC00940",-2.38819098463737,-1.09082058908166,1.34333633589161e-28,1.56663067035156e-27
"AC007384.1",-1.83225939127667,-1.18526266502907,1.36900968309684e-28,1.59598239550105e-27
"PTX3",-1.77365412143092,-0.113709774322651,1.39410704441801e-28,1.62404217751837e-27
"CYP1B1-AS1",-1.64312942757567,-1.08036432398776,1.43144608317325e-28,1.66692503154046e-27
"TMEM179",-2.63316276535249,-1.16530112359225,1.4932582536452e-28,1.73634552842889e-27
"AF064860.2",-2.3983929260847,-2.64785693303727,1.84146996655517e-28,2.13574011209169e-27
"RPS6KA5",-1.13715020139827,3.7266364984648,1.84272008003205e-28,2.13640570599825e-27
"IGHV3OR16-10",-2.7553135839169,-2.51026722754875,1.92010372242436e-28,2.22367437326074e-27
"IGHV3-76",-2.63460926783396,-2.2612495323969,1.94144769408423e-28,2.24756896296091e-27
"AC011365.1",-2.14336805881981,-1.68138509934166,1.9503870171218e-28,2.2570907337703e-27
"SYNDIG1L",-2.23712593149807,-2.678045721599,1.96051664717806e-28,2.2671523585028e-27
"CYP2C18",-2.03118780917711,1.81024212938904,2.03987732825459e-28,2.35719986947869e-27
"TCEA3",-1.40602331742147,5.98552510494965,2.21453753945737e-28,2.55622522777043e-27
"SMIM10L2B",-1.43836531814858,-0.637264625669452,2.27887313136565e-28,2.62856658777784e-27
"SLAMF7",-1.80155926364192,4.05602922068954,2.43251131064458e-28,2.80373330307166e-27
"NXPE1",-2.26154382342914,4.38975262529045,2.63902548140994e-28,3.03843775634783e-27
"CHRNA3",-2.05776987441378,1.42094298455729,2.66372428328485e-28,3.06575742374565e-27
"LINC00996",-1.58582849679813,-0.220367334629624,2.80076549335244e-28,3.22113521046537e-27
"CX3CR1",-1.59809543371471,0.264390870188385,2.82721310426272e-28,3.25036912674572e-27
"PNMA1",-1.19888572359101,4.61018275551994,2.8986631340284e-28,3.33130099648451e-27
"AP002761.4",-1.38052664505971,2.43809085022504,3.04126586721181e-28,3.49137763600374e-27
"NCF1B",-1.7580660565818,-0.381541781211582,3.07292272951444e-28,3.52643835065564e-27
"ZNF676",-2.41248328674183,-2.91047441249886,3.29896346076762e-28,3.77623741362432e-27
"LEPR",-1.42238965998268,2.79349865003871,3.32324753540804e-28,3.80265698609729e-27
"CIDEC",-2.23189839907878,1.84724064518341,3.39536091683166e-28,3.88376674313768e-27
"CLEC4G",-2.60626195194019,-1.24879241573414,3.46357512499964e-28,3.95892651679137e-27
"CPEB2",-1.02690395441522,4.11638943350606,3.67908222095054e-28,4.20221419401629e-27
"IGKV1D-33",-2.9662266298403,-2.22092436275285,3.79249905939493e-28,4.33019236658706e-27
"AC015922.4",-1.66019328460922,0.748492580325599,3.98728025742331e-28,4.5460175089417e-27
"BRINP3",-3.33342100457552,1.02929360235745,4.16983294031126e-28,4.74729845345058e-27
"IKZF1",-1.56315656094125,3.27750563742262,4.18340050038795e-28,4.7610292510359e-27
"SH2D6",-2.2028442925984,0.256813903539438,4.21764284551164e-28,4.79654393154245e-27
"AL121987.1",-2.00322953039858,-3.46885190499843,4.29152890445177e-28,4.8788151377598e-27
"AP000911.1",-1.92937035262168,-1.7487726534162,4.4721533918469e-28,5.08232885282802e-27
"SIGLEC17P",-1.82354250775775,-1.21236447807145,4.47693746416878e-28,5.08593618502281e-27
"MB",-2.15166456978732,1.97366576885682,4.8648738547665e-28,5.51474559360021e-27
"TBC1D9",-1.2746637984759,3.93893905691178,5.17006337654408e-28,5.8544018729447e-27
"KIF1A",-2.70819968423539,1.16151922514088,6.50850884024652e-28,7.33583017445267e-27
"LRRC31",-1.50686531422312,3.87933549002655,6.64870665691937e-28,7.49117651255541e-27
"ZNF728",-2.5728742569179,-3.4729990904717,6.81502791334764e-28,7.67309967449722e-27
"IGHV4OR15-8",-2.51738913499818,-3.13275363610727,7.65376482838029e-28,8.60517410046329e-27
"CAMK2A",-1.84901349234009,-1.05649971929805,7.65870403381414e-28,8.60766405337211e-27
"KCNJ13",-3.88820641407802,-0.343992548389175,7.84176587241795e-28,8.80401240964109e-27
"CPA3",-1.9222572069449,3.17185351298601,7.98896301771471e-28,8.96290158446949e-27
"ELOVL4",-1.55124170864179,-0.320633231901909,7.99767392883842e-28,8.96948925927555e-27
"ARHGEF6",-1.29826178010743,3.44946624432145,8.13501259614262e-28,9.11704338240276e-27
"OLFML1",-1.36073234092903,2.52496498864426,8.3940181313389e-28,9.40064568675611e-27
"AC243960.1",-1.58073563166173,-0.791206804008349,8.55568229921504e-28,9.57490863900463e-27
"AKAP9",-1.11358934100617,5.96271822185914,8.74581959313747e-28,9.77730638379307e-27
"AL133383.1",-2.05402741779834,-2.26981319936527,9.29319027298281e-28,1.03782170482271e-26
"VPS35L",-1.28687922410593,4.77398184210968,9.327982943903e-28,1.0413390994584e-26
"LY6H",-2.12050318978682,-0.653665231866741,9.75554889519023e-28,1.08791760058505e-26
"TACR1",-2.28314162404392,-0.728708055921696,1.00018486635478e-27,1.11499084272218e-26
"AC092652.1",-3.27042879358275,-3.35471690454699,1.00550495404426e-27,1.12052620857567e-26
"MEI1",-1.51226756761215,1.55482635222948,1.08166292209445e-27,1.20497096959555e-26
"FAXC",-1.93848397634466,1.03594534118144,1.11914896762175e-27,1.24585177357554e-26
"AC136428.1",-2.52884281895804,-1.18246376225914,1.19170442436925e-27,1.32428835311634e-26
"HTR3A",-2.55979893428433,-1.14654354858699,1.37657931732539e-27,1.52651001657638e-26
"LINC01829",-2.55810388024041,-2.71548514070008,1.42025714113824e-27,1.57328835413676e-26
"IGHV3-21",-2.40016405248115,4.07307749000211,1.4562332065605e-27,1.61144573362052e-26
"C15orf38-AP3S2",-1.57232298797464,-1.92021031933334,1.4924067932496e-27,1.65031878960919e-26
"C3orf70",-1.42939441764167,3.50804392197291,1.54196041307022e-27,1.70332710944502e-26
"GPIHBP1",-2.06451903026322,-0.534058553855976,1.56732356562651e-27,1.72953033212848e-26
"AC044839.1",-2.03035722912696,-3.02818704571571,1.69908792431729e-27,1.87427670366467e-26
"RNU6-1065P",-1.94429417590964,-3.50803928291699,1.70708575052031e-27,1.88244188887219e-26
"GRIA3",-2.04098611082184,-1.32446002951525,1.75083694181729e-27,1.92934047795025e-26
"B2M",-1.07302285286839,11.2930385846451,1.82834941380497e-27,2.01124801637675e-26
"RNF180",-1.72926250955383,0.506529635818924,1.93526184322108e-27,2.12737395312748e-26
"MPDZ",-1.62718246341725,2.88195250897038,2.08763480976679e-27,2.29088734091568e-26
"LTBP4",-1.32828342016033,7.17019414212316,2.13735073966695e-27,2.34462923327423e-26
"AL158850.1",-2.71416325753591,-3.68592376059928,2.17544330908565e-27,2.38475990506395e-26
"FGF2",-1.77892791410863,2.10369800834953,2.37280077842513e-27,2.59750155900156e-26
"SV2B",-2.03723918686749,0.145701846125984,2.40863796837833e-27,2.63399443873232e-26
"AC244021.1",-2.1097736629526,-2.55514386145029,2.64942070882458e-27,2.89030208749638e-26
"ANGPT1",-1.57517357000824,1.54421558086026,3.21369351488772e-27,3.49862919420564e-26
"ST6GALNAC3",-1.40675170456159,1.17013765297122,3.7429473829158e-27,4.06919947241772e-26
"ZNF542P",-1.51298440601766,1.19438540823274,3.80369760506176e-27,4.13098035189811e-26
"TJP3",-1.11936077070999,6.76188549872902,3.80763163017752e-27,4.13383182447417e-26
"IGHV6-1",-2.64798100537074,0.57321315221876,4.50230346674491e-27,4.86960881290216e-26
"AC136628.3",-1.51453117049205,-1.68385187330983,4.58275916956964e-27,4.95493191116405e-26
"SLC31A2",-1.27884323511305,0.283190553059995,4.8919309055102e-27,5.28559415519097e-26
"SH2D1B",-1.77677456875893,-1.04421708739193,4.95547430240695e-27,5.34693646297619e-26
"PRRG3",-1.77614388161735,-0.75496129219594,5.01645801782221e-27,5.41088966053455e-26
"CETN4P",-1.81561647308321,-3.40950952607388,5.0543775217941e-27,5.44993000157136e-26
"MZB1",-2.01625787593059,4.0260249684618,5.13589735497414e-27,5.53594012745473e-26
"WNT9A",-1.68939660619194,1.44774183132089,5.15648429630496e-27,5.55623493769314e-26
"TRPC7-AS1",-1.95552906942797,-1.72277248266791,5.29542429106409e-27,5.70205656535746e-26
"IGLV10-54",-2.85212642923219,2.8984631574079,5.56504552878166e-27,5.9862609258018e-26
"TUSC3",-1.43678036160077,2.89031752794006,6.48358974225509e-27,6.96011045623735e-26
"DIP2C",-1.16857810809211,4.1663484463172,6.71688623181882e-27,7.20565659496951e-26
"CD302",-1.34756673754509,2.26189416277017,6.76232432173184e-27,7.25193863871263e-26
"KIT",-1.73557950977812,3.29733011164961,6.82897529966606e-27,7.32093032379877e-26
"LINC01798",-2.25476830169542,-2.99775607945323,7.31888374872169e-27,7.84081025002931e-26
"AC005392.2",-2.52866934843677,0.00555532678825355,7.97112704681499e-27,8.51646319885106e-26
"PRKN",-1.42055603407091,0.980619594426588,8.07102616185133e-27,8.62028159335257e-26
"GIMAP4",-1.30795299550925,3.6944227767902,8.35098989023085e-27,8.91026084437903e-26
"AC134312.1",-2.20496391674252,-2.59305411360327,9.22469816433084e-27,9.83251987536114e-26
"SERTAD4",-1.73236939490329,2.28977999619311,9.23923918355571e-27,9.84469758941233e-26
"CCL19",-2.35902318076034,2.21204507665583,9.28560862199942e-27,9.89076983124841e-26
"GJC1",-1.4295603730019,2.6693081023035,9.56110591176239e-27,1.01753597790035e-25
"CAVIN1",-1.35971787557415,7.07498603998056,9.83544990737478e-27,1.04623356539963e-25
"DCLK2",-1.35438545852389,1.70603353553567,9.93417776188883e-27,1.05637993278813e-25
"NUS1P2",-2.79523533184577,-2.85577254385687,9.98682734388388e-27,1.06162125260876e-25
"FCRL3",-2.09789697808045,0.454072490751215,1.28893744801922e-26,1.36465820359488e-25
"NAT2",-1.70620325800038,2.59765046529984,1.34131169644248e-26,1.41915808525476e-25
"MCOLN2",-1.75053573867183,3.51390102979627,1.39900062322157e-26,1.47870949111539e-25
"TPSB2",-1.93415988635971,2.97542428855634,1.41137148733487e-26,1.49128626753748e-25
"KBTBD11-OT1",-1.41792427025678,-0.683962309713331,1.43899719076023e-26,1.51945983448155e-25
"SPX",-2.25077475631554,-2.8447550499989,1.44194640269712e-26,1.52206524224557e-25
"PACSIN1",-1.6938893697323,-0.635258986356175,1.46815792925331e-26,1.54921554638944e-25
"IGKV3D-15",-2.43602123868077,0.478334280733777,1.66681152862352e-26,1.75707629709052e-25
"KRT1",-2.45380817973202,-1.48098967232145,1.67084704076583e-26,1.7607428471953e-25
"AC084033.3",-1.29272825148027,-0.135871931551568,1.74617721415803e-26,1.83767410815772e-25
"AL596223.1",-1.93369325847733,-1.20281005201203,1.83323819530823e-26,1.92801246019883e-25
"MS4A6A",-1.44791212438911,4.41802183334987,1.86179559976186e-26,1.95609272973982e-25
"PDLIM2",-1.11612692009966,4.07824463729193,1.87525823998175e-26,1.96827354072238e-25
"LINC02132",-2.25378526839021,-3.61383487959842,1.92914155741856e-26,2.02415706487959e-25
"CHRM4",-2.10765579125261,-1.44694854143326,2.05185060704485e-26,2.1514807908519e-25
"IGHV3OR15-7",-2.38349708844052,-1.02416581562107,2.15072629540821e-26,2.25067558300204e-25
"OR51E2",-1.82646118918988,0.639516390658635,2.15217286178028e-26,2.25144361662995e-25
"FNDC9",-2.17961764795053,-2.53432958551235,2.24250074762415e-26,2.3451614074707e-25
"TP53INP1",-1.10620414998653,4.59481700227223,2.49864208622539e-26,2.60526730792471e-25
"GLI3",-1.77317792885806,2.46846576209723,2.65509272813068e-26,2.76565593669082e-25
"C3orf18",-1.18757127250753,1.63461645258454,2.71265741169596e-26,2.82375570371369e-25
"KCNIP3",-1.62553047658265,0.540990446849917,2.71839495907598e-26,2.82879617727561e-25
"A2M",-1.28057270512067,8.23818401483942,2.72546833991303e-26,2.83522295893554e-25
"GNG11",-1.22016555102137,3.64101525580647,2.75130468098407e-26,2.86115762956978e-25
"MAFA",-2.03192775604359,-2.67451988432142,2.89934231386658e-26,3.01114141097919e-25
"SCN3B",-1.93674663202767,-0.202932203507804,3.54399589526489e-26,3.66859312972161e-25
"SPINK5",-1.87078977755101,2.65532440584308,3.64572838964077e-26,3.77019630160134e-25
"AC027559.1",-1.6236504467564,-2.67366578548471,3.64898622691442e-26,3.7723305584721e-25
"AP003774.3",-1.82154058838445,-3.60027955856966,4.18100653573676e-26,4.31245639841761e-25
"SYNE1",-1.51032052928572,4.36025105869383,4.62302669263784e-26,4.76060242178968e-25
"IGHV3-11",-2.39448004609455,4.10311663401403,4.69427639893141e-26,4.83239733696448e-25
"GNAL",-1.27857548291483,2.40399287628268,4.806558076882e-26,4.94637098771769e-25
"SLIT2",-1.95374486573099,2.71723903801889,4.92045733835299e-26,5.06028674123001e-25
"FAM30A",-2.17639826083143,1.07922148212053,5.23727481616164e-26,5.38085278917056e-25
"TSHZ3",-1.3730485568433,2.69637086406025,5.62839389402509e-26,5.76956029506602e-25
"ANKRD65",-1.60974419469456,0.943624323254946,5.77685384211877e-26,5.91406816053332e-25
"LILRA4",-1.99854921222284,-1.61449093768686,6.21046196390199e-26,6.35385766922136e-25
"TRGC1",-1.79024127841171,-1.36716579458136,6.28808834747963e-26,6.43119375726527e-25
"CADM3-AS1",-2.28293915506614,-1.67098729203228,6.29559402856908e-26,6.43678647717097e-25
"MEIS3P2",-1.59877477414932,-1.95757833163604,6.31317543553951e-26,6.45267394160465e-25
"GABRG2",-3.11468536559636,-2.34687803678851,6.44226733009047e-26,6.58036054832034e-25
"AC009163.5",-1.89704008789389,-0.00405987643757907,6.605846671433e-26,6.74308607077812e-25
"TRDV3",-3.00054192478194,-3.53688459110464,6.682676668259e-26,6.81930891409259e-25
