"","logFC","logCPM","PValue","FDR"
"RPS20P10",1.24262332872595,-2.60686534344385,1.1705060891787e-07,3.09143946458976e-07
"MEIG1",1.22284284294506,-2.17059912693381,1.17675352005844e-07,3.10742009020447e-07
"LINC02584",2.36949146032238,-3.41595364207399,1.17768045311837e-07,3.10934803237246e-07
"ITIH6",2.1760751062203,-1.9560296551056,1.18372600160465e-07,3.12426529395955e-07
"KRT3",2.71237088116,-3.55295207359446,1.1870140491782e-07,3.13215859481225e-07
"AL136018.1",2.18955661717486,-3.26091814577245,1.19040178441043e-07,3.14057315865375e-07
"AC139103.1",2.29311401489416,-3.03029046714109,1.19143761395361e-07,3.1430434650665e-07
"NTF4",2.50195741506639,-2.96988096076404,1.19322207168639e-07,3.14722532232326e-07
"AL365226.1",1.58297160046906,-3.60822942788774,1.19664865676254e-07,3.15573631161092e-07
"COX5AP2",2.19398374555383,-2.74049914700263,1.19841222944672e-07,3.16012332567484e-07
"AC112484.3",1.51911858015676,-1.52388500104539,1.20407113309887e-07,3.17425060981248e-07
"BNIP3P10",1.60563352994653,-2.90596146253515,1.20525048983295e-07,3.17709459535189e-07
"PLA2G4D",1.52815371501872,0.18739305832224,1.20749001543175e-07,3.18273252607503e-07
"SNORD117",1.73068944888297,-2.95786440010093,1.21253699237417e-07,3.19523573276147e-07
"PSPC1-AS2",1.01189898255424,-1.55776219618296,1.21300634306721e-07,3.19620595467243e-07
"AC004223.2",2.51570097708885,-2.71496017374861,1.21434202574893e-07,3.19945856221215e-07
"AC092324.1",2.59322778416841,-3.06817035447572,1.21505762329345e-07,3.2010770090652e-07
"RNA5SP50",5.9046453302919,-2.25016060022476,1.22130330891796e-07,3.21645843936687e-07
"AC024243.1",1.24738411353714,-3.2031076028462,1.22297866353562e-07,3.22060222698016e-07
"AC244093.2",2.24120371851988,-3.4816732548416,1.23901639225775e-07,3.2622922644053e-07
"AC100774.1",2.87182173520958,-2.61175441496958,1.24536478331166e-07,3.27818776863567e-07
"SNORD7",1.14581358008769,-2.72473926815241,1.24550830880982e-07,3.27829242691233e-07
"TERB1",1.42566116998628,-3.16854544842691,1.24750047885028e-07,3.28326246487145e-07
"SETD6P1",2.48852505627896,-3.63956613599851,1.24866879373002e-07,3.28496903991276e-07
"AL359265.2",2.04475414426756,-3.45836158501759,1.26336549592804e-07,3.32252610612291e-07
"RBP1",1.51310439039245,4.50380125149269,1.26402541630602e-07,3.32398493235858e-07
"CASC9",1.31343455953812,2.69512860075517,1.26421082056375e-07,3.32419579309785e-07
"XRCC6P4",1.87248483723583,-3.09566283520388,1.27088032099562e-07,3.3408988168759e-07
"ACP7",2.70055324360999,-2.61996840157033,1.27234323188926e-07,3.34446623887822e-07
"RSPO4",2.72444197532977,-0.497468776839032,1.2782471919684e-07,3.35858811841797e-07
"AC096533.1",1.27084877848016,-1.93447838775217,1.28043066072706e-07,3.36386560904656e-07
"NPM1P8",1.3003978328064,-2.86384396820394,1.28734038818826e-07,3.38107447701651e-07
"AC068790.5",1.41161473831523,-2.3894365288583,1.29039193911171e-07,3.38847570978437e-07
"SERBP1P6",1.3151329336768,-2.82233004571656,1.30902502445917e-07,3.43602755049339e-07
"AL353801.3",1.15915744737255,-2.80366543476292,1.31308916597467e-07,3.44555033394001e-07
"AC090220.1",4.86535495306576,-2.23530543582161,1.31424397348358e-07,3.4482941495114e-07
"ITPK1-AS1",2.72462362637692,-1.72780429042202,1.32165221605162e-07,3.46715589651406e-07
"METTL27",1.17724464851331,3.11872254708175,1.32393201830032e-07,3.47284824428445e-07
"RN7SL15P",2.0126529218647,-3.09338910933347,1.33936236789812e-07,3.51128331997388e-07
"RPL15P20",1.431925984129,-2.11953170503556,1.3439495481764e-07,3.5224322279357e-07
"AP003040.1",2.13639316971223,-3.22383570630391,1.35007695161233e-07,3.53790487162313e-07
"AL512637.1",2.32816177396974,-3.19909288286629,1.35350112138126e-07,3.54628967721e-07
"PDSS1P1",3.08077533970969,-2.85258484116365,1.35439092540926e-07,3.54832676892402e-07
"AL157938.3",2.11674947500671,-1.8768708680554,1.35590477306487e-07,3.55174448986557e-07
"AL356740.3",1.8318203488376,-2.01521321114547,1.35592030805143e-07,3.55174448986557e-07
"ASAP1-IT2",2.16593995759078,-2.3657858371672,1.35775413502587e-07,3.5562532239987e-07
"LINC02538",1.1960987850233,-0.364350359447438,1.37004754875641e-07,3.58726273892436e-07
"Z99129.3",1.48170494820051,-2.06705913088009,1.37233290317383e-07,3.59265109462801e-07
"RNA5SP233",3.4107076162641,-3.60292241528977,1.37274526138748e-07,3.59343284804164e-07
"AC048380.2",2.04458676250546,-1.94474921881925,1.37458437705946e-07,3.59765091744178e-07
"RN7SL151P",4.43621420388245,-2.32225139039958,1.37799713062233e-07,3.6062842402047e-07
"SNORD53",2.87836063324513,-3.60386315832979,1.38163186807258e-07,3.61489818699935e-07
"RPSAP15",1.06775687666238,-0.729504267558053,1.38425240817406e-07,3.62145464818176e-07
"AC099314.1",1.67611248074324,-3.50519354809805,1.38538845365842e-07,3.62382657860825e-07
"RNU1-72P",2.30067340176641,-3.58495849622144,1.38879576195226e-07,3.6318371415742e-07
"AC079601.2",1.61367784809277,-2.57089689801555,1.3900234454864e-07,3.63450924631609e-07
"RPL36AP26",1.21066876578799,-2.5515834445712,1.39004764420085e-07,3.63450924631609e-07
"RNF157-AS1",1.07578481677754,-1.2636097709773,1.39220433431866e-07,3.63954584477695e-07
"AC064805.1",1.82790297303089,-1.26632065314294,1.394961578582e-07,3.6464521886597e-07
"HIST1H3A",2.88282450261589,-0.96689349289859,1.39584529480862e-07,3.64846036228086e-07
"AL020995.1",2.9619833424359,-2.76401160819292,1.3977744342392e-07,3.65289831259153e-07
"BTF3P6",1.70378575605583,-3.42896520505241,1.40232822382932e-07,3.66449591194703e-07
"AL627389.1",1.12237569666439,-2.2712504758913,1.40441339121577e-07,3.66933776618257e-07
"AC132807.2",3.13035825392696,-2.17123477631742,1.40872889768338e-07,3.68030861362037e-07
"XKR5",1.26014029572687,-2.72631487071001,1.41211783696547e-07,3.68855219704423e-07
"AL050320.1",2.12779799706104,-3.54179436154028,1.41352960712833e-07,3.69193459639593e-07
"AC073487.1",1.17008004908993,-1.75594034140186,1.41394459003961e-07,3.6927131878252e-07
"LINC02542",1.32758699272712,0.435747181841028,1.41887124363326e-07,3.70496728656134e-07
"SLC25A47",2.43782572507407,-0.472945553476356,1.43795721602372e-07,3.75356377144818e-07
"RPSAP13",1.95808768461606,-3.58182424018938,1.44130524299624e-07,3.76168166393889e-07
"MIR483",3.83177524068856,-3.28311270128207,1.44543243549896e-07,3.77214165989746e-07
"AP004290.1",2.67253405997459,-3.12093015744306,1.44715233312662e-07,3.77631813500201e-07
"CSF3",1.79822949690145,1.6787592955689,1.45073557851444e-07,3.78504328449968e-07
"RPL7P15",1.37324398733612,-2.42650588357423,1.4536043185316e-07,3.79190167908255e-07
"RPL9P28",1.57145129793923,-1.36336948921694,1.45483503621011e-07,3.794798819269e-07
"RN7SKP78",2.77499200802532,-2.99669251751362,1.4593082967042e-07,3.80552431017546e-07
"AP003555.2",1.45149618067541,-1.68800401758219,1.46054792194639e-07,3.80812829067033e-07
"AC004854.2",1.04019318752887,-1.23063275011707,1.46309479332776e-07,3.81382457141945e-07
"COL26A1",1.61389928516969,-1.69634076753014,1.46533071288305e-07,3.81933777841053e-07
"AL356417.2",1.4432708069617,-2.29325303000086,1.46777117325145e-07,3.82475211782688e-07
"AC145146.1",2.83347018855615,-3.55044843824493,1.4680117083003e-07,3.82506341446032e-07
"AL589655.1",4.64296323593944,-2.96933556179121,1.47728437493473e-07,3.8482722012956e-07
"MMP2-AS1",1.54521028621166,-1.82701709864998,1.48297712116979e-07,3.86246464873183e-07
"AC096947.1",3.22900659419658,-2.52289096768346,1.48831256753083e-07,3.87540253408073e-07
"MYBPH",1.56078650240631,-3.08968233999057,1.49111937754169e-07,3.8820712397754e-07
"AC092120.2",3.45638628846816,-2.55422522520655,1.49941499436845e-07,3.90302528772205e-07
"AC009955.3",1.71231504029715,-3.33927804643989,1.50807739233721e-07,3.92460371137639e-07
"AL139811.1",2.10315593864876,-2.22751492989345,1.51419744155814e-07,3.93955692754232e-07
"AC022445.1",2.13024308906077,-3.46974195904509,1.51594771470846e-07,3.94378591491967e-07
"AC083805.2",1.50248159809718,-2.18981431690812,1.51956208111251e-07,3.95286330412412e-07
"AL590762.3",1.12057498992302,-2.34354104884821,1.5244199498571e-07,3.96517367658779e-07
"AL136231.1",2.09007516922231,-3.194983667412,1.53349991722877e-07,3.98747842674968e-07
"TYR",3.49699098220031,-2.82109493608943,1.53656092004262e-07,3.99478021287906e-07
"PRSS50",2.30078065509319,-2.12531193989287,1.54525295563732e-07,4.01671685267813e-07
"AL034349.1",4.11513738334993,-2.62392708473294,1.55004518870787e-07,4.02851082978346e-07
"CDC20B",2.61633632956494,-2.668975543951,1.56150164962759e-07,4.05761816225403e-07
"RN7SKP8",4.73226456142293,-2.7060057848876,1.56207627767908e-07,4.0587775179468e-07
"MAPRE1P1",1.52354320007331,-3.06370812856939,1.56457037790593e-07,4.06458942103297e-07
"AC006445.2",1.74714989446194,-2.88792489236897,1.57850744206082e-07,4.10045926796805e-07
"SNX18P3",1.27977922034649,-0.6951659864736,1.57970751302714e-07,4.10323928792785e-07
"HNRNPA1P36",1.16516576489632,-2.83821349207157,1.58741072940074e-07,4.12121515111821e-07
"AC087857.1",2.59285118578144,-3.3695427024581,1.5892149279545e-07,4.12556016588878e-07
"AC100821.1",1.25291689733249,-1.29864133357171,1.58958574694745e-07,4.12618375674232e-07
"AC002563.1",1.67219764264816,-3.34412768436174,1.59338077200691e-07,4.13535519017615e-07
"RNU6-377P",2.26471951292589,-3.11726258360937,1.60710213994386e-07,4.16960728950774e-07
"AC008687.4",1.91831700886934,-3.31860462890445,1.6088152872518e-07,4.17335588883702e-07
"AP000943.4",1.67959150789018,-2.93756872402932,1.61189558406947e-07,4.18065981343953e-07
"AL035405.1",3.31648815882253,-2.70374581058042,1.62704460009838e-07,4.21891169163725e-07
"PNPLA1",1.2796711761399,-0.174222598732311,1.63425542122295e-07,4.23726151191603e-07
"AP001767.2",1.47468088458733,-3.36815086880055,1.64501005680565e-07,4.26444594442118e-07
"CCDC33",1.60141649576295,-2.31784407488143,1.66605993051499e-07,4.3175975215126e-07
"AC011287.1",2.81211901396359,-3.29828653441576,1.67028666326146e-07,4.3281960754937e-07
"AC073352.1",1.12053400330379,-2.64240653233126,1.67201432780535e-07,4.33196233051948e-07
"LINC02275",2.05632235037056,-3.47564930215468,1.67305885618877e-07,4.33431311550404e-07
"RBP4",1.72227149920271,4.48848360968221,1.68107896512917e-07,4.35437630116635e-07
"FBXO47",3.24580581551153,-2.98451426794534,1.69173277312602e-07,4.38017648757338e-07
"AL512274.1",1.04752810687258,1.33039952024519,1.69407572993278e-07,4.38516464856749e-07
"LINC01641",2.31054575647046,-3.01389403192405,1.71076327939528e-07,4.42654744356552e-07
"RNA5SP140",5.89237750405252,-2.2632119352099,1.71539032884948e-07,4.43815630655489e-07
"AC092849.1",1.07070169976799,-2.64685348917415,1.71715527512879e-07,4.4423588770999e-07
"UBE2NL",1.64414308385525,-3.16270439378325,1.72050386015433e-07,4.45065736951245e-07
"AP001885.1",3.15455716968915,-2.2836176075816,1.72269996396248e-07,4.45583853524264e-07
"AL512844.1",1.39804894477671,-2.68849998856615,1.72351417501749e-07,4.45734965056709e-07
"AC005534.2",1.2764215860466,-2.6603313600463,1.73413181445952e-07,4.48370786596446e-07
"AC011476.2",1.37585768979792,-2.64186117823339,1.74110955974573e-07,4.50138087733608e-07
"RPL21P123",2.10682790984552,-2.41213935215377,1.7502730502343e-07,4.5224811054267e-07
"C8A",6.51121956472727,-0.331494794608035,1.76281339528254e-07,4.55413881733268e-07
"COL9A1",1.51360837046166,2.37892647316353,1.76839873195521e-07,4.56782120338983e-07
"AC004832.5",1.47397182499626,-2.60765691119395,1.76982471528369e-07,4.57113082324703e-07
"RNU1-85P",2.78618802526368,-3.70732389243492,1.77352856057903e-07,4.57957399381882e-07
"LINC01611",3.02947159486806,-3.6261858790602,1.78129886028518e-07,4.59851077733205e-07
"MKI67P1",1.78937587573699,-3.56713456835896,1.79444021573184e-07,4.63205733602549e-07
"AL139351.1",1.77702359770596,-3.57519811530374,1.79654917683856e-07,4.63683679591208e-07
"RPS10P28",1.37232865582118,-2.64473394484275,1.82038842722979e-07,4.69596893781911e-07
"RNU5D-1",4.3952685220542,-2.11929292426349,1.83727349054352e-07,4.73875266444128e-07
"RNA5SP208",5.20425139294381,-2.67042021127904,1.85130714289555e-07,4.77416917521011e-07
"ABHD17AP3",1.49273453465082,-3.00898817748699,1.85652796787309e-07,4.78646059156312e-07
"RN7SKP299",3.6688594605276,-2.93442846368085,1.86271330889769e-07,4.80162382245469e-07
"TAS2R30",3.77160746380106,-1.96234204044192,1.87261920981239e-07,4.82637124291098e-07
"AC156455.1",1.14555575880314,1.21886725627857,1.88040942333894e-07,4.84565863878851e-07
"SCARNA23",3.81148709013105,-3.17769001005008,1.88183466844804e-07,4.84893586822273e-07
"GAPDHP44",1.12883251853341,-2.28728057788499,1.88785713176448e-07,4.86366063474152e-07
"C9orf84",2.29133734124543,-0.745638182695883,1.88890182598519e-07,4.86595526649953e-07
"S100G",3.65345390914481,-2.76567171671769,1.89013719429899e-07,4.86874067504997e-07
"AC092801.1",3.90562642910724,-2.50177600143389,1.90938975715095e-07,4.91552726512955e-07
"SLC25A39P1",2.46315451161487,-2.7899502243264,1.91261589713333e-07,4.9234314379641e-07
"SDHCP2",2.00836318024031,-3.26440798260288,1.91285327472699e-07,4.92364131566317e-07
"AC037487.1",1.75197652721306,-2.27381535725583,1.9165772319845e-07,4.93242297899042e-07
"FMR1-AS1",1.52070182394032,-2.98364972357186,1.92352613947897e-07,4.94950002643421e-07
"SNORA46",2.97537796476084,-2.64330980169582,1.92549211776929e-07,4.95325627632433e-07
"GOLGA8A",1.14143918141753,3.60105180043839,1.92561306573657e-07,4.95325627632433e-07
"AP005431.1",1.24628416566159,-2.56041111936884,1.93117483760388e-07,4.96715840140188e-07
"KRT13",2.51777222203933,-0.417210634275078,1.93222724928203e-07,4.96946072016991e-07
"RIIAD1",1.69391802416161,-0.00433478809587439,1.93338156019749e-07,4.97162002533935e-07
"AL121782.1",1.28967613857005,-3.07025861527819,1.94738127488925e-07,5.00639731610188e-07
"RN7SL507P",4.96856597830913,-2.03730779930372,1.95618315984422e-07,5.02820718972894e-07
"GK-AS1",1.45017715432588,-1.04838242619085,1.96877972618557e-07,5.05972961422289e-07
"AC097478.2",3.1101872216196,-3.33137995925577,1.97193267209387e-07,5.06662889634528e-07
"CECR2",1.82834335910684,1.25188868497737,1.97233880152196e-07,5.06721936545743e-07
"KCTD16",1.96380056388097,-0.101281246968723,2.00077612906062e-07,5.13948453088967e-07
"BCYRN1",1.0180037098385,2.10483495784519,2.00728734307424e-07,5.15495277432486e-07
"MT-TL1",1.64683506908635,0.381674117249637,2.01441361480941e-07,5.17241298217439e-07
"AL109945.1",1.57865848534429,-3.52854050069725,2.01835801609892e-07,5.18211985393037e-07
"MIR205HG",5.08770304157545,-1.38095927292294,2.01885786408888e-07,5.18298200066308e-07
"MYL6P2",2.45162957405882,-2.251496814984,2.0191398458971e-07,5.18328472831942e-07
"CDSN",1.53990730640222,-2.92924230248291,2.02522156386798e-07,5.19762996484817e-07
"HMGB1P24",1.26836284251688,-2.81337260860085,2.03302216819825e-07,5.2168022547017e-07
"FAM169A",1.19295109011991,2.09097452326379,2.03425214536282e-07,5.21953447806769e-07
"AL512430.3",1.69844331913541,-3.21152998588206,2.04275149784068e-07,5.2404911141925e-07
"CFTR-AS1",2.96638008223627,-3.00730070025672,2.04460235682734e-07,5.24481343449548e-07
"RN7SL674P",2.75186922830256,-0.854844493461342,2.04840037489546e-07,5.25412949939694e-07
"AC011676.2",2.65729443010056,-3.14362110503008,2.05816208048962e-07,5.27873961754412e-07
"AL512599.1",2.07393149906202,-3.21988988635902,2.05931658354713e-07,5.28127192337078e-07
"KCNE5",1.06617219743369,-2.63351984360235,2.06588393571375e-07,5.29768434910751e-07
"RN7SL2",2.65743516728347,8.19043755160327,2.0734336246708e-07,5.31618150496873e-07
"PIP5KL1",1.07751184704625,-0.611461948058071,2.0755295117364e-07,5.32069164754041e-07
"RPL19P21",1.26738479440301,-0.797323387916405,2.08047507500858e-07,5.33250438461352e-07
"SLC25A3P2",1.92511704403642,-2.93372373484627,2.08096179556905e-07,5.33331921857817e-07
"IMMTP1",1.71638121628613,-3.07420478298252,2.09669106474224e-07,5.37276022454388e-07
"RNU2-23P",4.77865695543157,-2.8836856718192,2.11427025936741e-07,5.41517148797686e-07
"OGFR-AS1",1.03604414494473,-2.35252297067553,2.11447020865431e-07,5.41524459322435e-07
"AC008026.3",2.068152842704,-2.55099294368311,2.14027482336555e-07,5.47822267638239e-07
"CNBD2",1.39071711309389,-1.34022801887794,2.1479608426519e-07,5.49655976850005e-07
"PHBP8",1.56849633938414,-2.46215328356802,2.14990150489584e-07,5.50108028218792e-07
"RPS21P1",1.24824714193391,-3.02871762729347,2.15766222579139e-07,5.51959697971071e-07
"AC110994.1",2.64890083113362,-3.52368938907457,2.16045616283289e-07,5.52584938085974e-07
"AC092139.3",3.13872132846754,-1.44333128283287,2.16266751170708e-07,5.53016225798154e-07
"AC090877.2",1.58855610343476,-1.93029237462713,2.17057521225485e-07,5.54948471965423e-07
"DBIP1",2.22297936130433,-3.13676775283147,2.17883564592629e-07,5.56925198719653e-07
"AC241584.1",1.30038860947198,-3.3752902078498,2.19953589784868e-07,5.62125364995417e-07
"AL049779.2",1.55785983294946,-3.11031700651207,2.20591104861397e-07,5.63617854903851e-07
"AC025458.1",1.31787660328384,-2.63830112258311,2.21598735804504e-07,5.66146600377786e-07
"LINC02476",4.21413440133712,-3.21191119949933,2.21703716889656e-07,5.66369008465667e-07
"RPS2P28",1.23129129699621,-3.15992705230536,2.22324913614527e-07,5.67772289695558e-07
"AC026333.3",3.38045418779205,-3.17567224758651,2.2251876641635e-07,5.68221418314884e-07
"AC007899.1",2.209958163275,-3.20214717182637,2.24998359443549e-07,5.74228384352536e-07
"LINC00299",1.053871956197,-1.54799770541366,2.26168752640504e-07,5.7707554532155e-07
"GLYATL1P4",1.79006010055335,-2.67007344025459,2.26875993702005e-07,5.7869314298623e-07
"AC087893.1",3.26767745688595,-2.75331820153145,2.27393039958416e-07,5.79650234886754e-07
"F13B",4.64892122355675,-2.59268475295019,2.27397999910943e-07,5.79650234886754e-07
"ATP5MGP3",2.07050455374911,-2.84323435682629,2.28277385274047e-07,5.81797953611082e-07
"RF00404",1.18871726007841,-2.70873983207628,2.29720383284514e-07,5.85333984120303e-07
"AL355472.2",1.10464322393929,0.451110813563455,2.30042043943342e-07,5.86059051229901e-07
"RNA5SP268",2.7247683498572,-3.53672194659419,2.30190487416901e-07,5.86389942667486e-07
"AL110505.1",3.43962149993623,-3.37444851291565,2.30255961313192e-07,5.8650944011672e-07
"AC011379.1",2.6684057894886,-1.24178660065391,2.32104539417109e-07,5.91122830617068e-07
"AC023421.2",2.97125664376971,-3.04111005318821,2.32880141221377e-07,5.93002522898925e-07
"MGAT4EP",1.38493350270974,-3.25061012033356,2.34073989790226e-07,5.9589843347644e-07
"G2E3-AS1",3.92363602610552,-2.67410010739302,2.34199817561921e-07,5.96122690640814e-07
"CBX5P1",3.24772395800753,-2.84421501946076,2.34617754063415e-07,5.97042183175632e-07
"CAPN14",1.81621721042658,-0.909017695026186,2.35412707020286e-07,5.98968644027696e-07
"AL009178.2",1.02366756188846,0.313427403602554,2.36180501843995e-07,6.00777020511864e-07
"FAM166A",1.25095497881381,-2.91022614595372,2.3655056235857e-07,6.01621471308509e-07
"Z93022.1",3.60726327235519,-2.94251456900592,2.36576813099924e-07,6.01639801679619e-07
"HNRNPA1P52",1.10016328267621,-2.80687445804838,2.38028953588666e-07,6.05186603148779e-07
"SCARNA1",4.32983845492237,-2.07326390872868,2.38162924005128e-07,6.05478495058664e-07
"AL354993.2",1.52129309318997,-1.57486831040303,2.39255142120269e-07,6.08157350149301e-07
"AC092809.3",1.05200572334635,-2.03608544656274,2.39430855269774e-07,6.08555029005468e-07
"AC005291.2",1.90013114974034,-3.32935432510666,2.40694202577152e-07,6.11716832275759e-07
"AC007336.1",1.4757638445771,-1.24277593897472,2.41202533843036e-07,6.12959431443295e-07
"AL033504.1",2.0306480443339,-2.25172013781067,2.4285988157183e-07,6.17071918811229e-07
"AC007494.1",2.36918736581009,-3.12087357007457,2.43525043671341e-07,6.18674834273351e-07
"AC073957.1",2.4755519911496,-3.43207513343113,2.4506585025513e-07,6.22526767476908e-07
"AC026740.1",1.09779849797858,-0.0451550060525216,2.45559990471564e-07,6.2368170905765e-07
"PSMA2P2",2.62967362153828,-3.49198789163604,2.46901654339709e-07,6.26938110075102e-07
"AC087521.2",1.73188927156859,-1.1659601629616,2.46987854689629e-07,6.27106589504899e-07
"MYCNOS",1.81650559384277,-2.72219451233281,2.47352960396493e-07,6.27932669972391e-07
"COL6A4P2",1.26265520054496,-1.61724945273932,2.47808764214884e-07,6.29039232511718e-07
"RPL7P50",1.13164544693982,-2.49536844091363,2.5116569154878e-07,6.37253267997158e-07
"TNFAIP6",1.28745948796838,2.17647659751671,2.51405553344658e-07,6.3775940636083e-07
"GAPDHP63",1.02579006604649,-0.643624809011805,2.52448410328881e-07,6.4025067251508e-07
"AC090371.2",1.9254667179857,-3.58702626597622,2.53587777881717e-07,6.43037054869339e-07
"LINC01762",1.1135163453386,-2.29903395810388,2.55362556273155e-07,6.47173852104749e-07
"AL133260.2",3.09018734839161,-3.51434238347123,2.5577727938551e-07,6.48172903475289e-07
"SEC11B",1.86282180222622,-3.06495358373561,2.57712043944905e-07,6.53023468427286e-07
"SINHCAFP2",1.01573276508373,-2.53904806449847,2.57917060463041e-07,6.53490551865334e-07
"SLC16A6P1",1.42683492414016,-2.32222076626958,2.58491101605601e-07,6.54892491822433e-07
"ADAMTS18",1.41158839938141,-0.958938255645525,2.58788478493939e-07,6.5559332860709e-07
"SPATA21",2.05145223859651,-2.96981924310797,2.59002604249403e-07,6.56030568111232e-07
"SBF1P1",2.09983044384434,-3.44160255678156,2.59365168544582e-07,6.56896245777534e-07
"RN7SL75P",1.27732670336333,-3.22369764442858,2.61053791037806e-07,6.61014059490053e-07
"AC010200.1",2.10379493664893,-2.19975088244805,2.61122430275144e-07,6.61081892754438e-07
"AC244093.5",1.43389012549974,-2.54380318038489,2.61745644327959e-07,6.62606581831186e-07
"LINC01844",1.73365833920574,-3.06426877912992,2.62898581672045e-07,6.65471908562208e-07
"AC010320.3",1.45258577433476,-2.75961741037386,2.62976785061094e-07,6.65616533442969e-07
"CALML5",3.86059751964397,-2.53868321241632,2.63223963862535e-07,6.6618879198182e-07
"AC099340.1",1.74035373118383,-2.74279231315884,2.63709673287303e-07,6.67364603345543e-07
"MAGEA9B",4.42064341419714,-2.84919111518494,2.65041327673439e-07,6.7062715562926e-07
"FBXL16",1.22176438471445,2.95670768721368,2.65723078939279e-07,6.72244493347905e-07
"PPIAL4A",1.30287228510788,-3.28140149956274,2.66821197836578e-07,6.74806444384486e-07
"AC084783.1",3.86540097811501,-3.08605115996665,2.68313971404351e-07,6.78473130989087e-07
"LINC01764",1.94677462621143,-3.49539530741239,2.6881163959907e-07,6.79677161252774e-07
"AC130472.1",2.20008647392831,-2.26328361333235,2.69123650377103e-07,6.80411610624504e-07
"LINC02473",1.50716350056333,-0.996391967120569,2.69392858353871e-07,6.81037734974301e-07
"PABPC1P10",1.2918080582131,-2.97347160785075,2.70843164555456e-07,6.84594615393272e-07
"LINC01219",2.42916913146938,-3.63033904183702,2.77561135805159e-07,7.01463000039388e-07
"AC096637.2",1.86734990533296,-3.07988556469729,2.77744077349319e-07,7.01813055722389e-07
"TTLL2",1.00742458879849,-0.160374477514299,2.82216549557777e-07,7.12829185335694e-07
"AC025271.1",2.54730410667114,-3.22084313516265,2.82353027599552e-07,7.13116891914034e-07
"REG3A",3.39820687131759,7.58920926603327,2.84582981785712e-07,7.18289537713189e-07
"BARX1-DT",3.06755178352988,-3.21921757694273,2.85203439492732e-07,7.19798071887993e-07
"SNORD70",2.52132754241587,-3.48022620788798,2.85995163704517e-07,7.21680927070033e-07
"LINC02334",1.56391883841903,-2.09197623467104,2.87009523267474e-07,7.24124889681305e-07
"NDUFB9P2",1.73066599889297,-2.62212306054616,2.87576470834108e-07,7.25439431736024e-07
"SNORA22B",1.70167353553286,-3.15955254540901,2.88399092414386e-07,7.27340346982333e-07
"RNU1-83P",4.44729883640192,-3.10497022301739,2.90122745733036e-07,7.31220415312629e-07
"AC104115.2",2.4585775981127,-2.84536251550876,2.90247941902113e-07,7.31477602785055e-07
"CALCB",3.98255901545283,2.26336190664637,2.90588125903572e-07,7.32276514450949e-07
"AC009269.5",1.70372370559189,-2.05111201010231,2.93151299631643e-07,7.38441158448612e-07
"AL035420.3",1.29287999064609,-3.02025157548321,2.93904861632433e-07,7.40280339117712e-07
"PNKDP1",2.09382535859499,-3.18647692556672,2.97368743792172e-07,7.48885669400245e-07
"SETP5",2.23509533572699,-2.84496530258236,2.98255283539046e-07,7.50938729108152e-07
"AC012020.1",1.18313185802039,-1.91579602642554,2.98304115890443e-07,7.51001827502332e-07
"SNORD63",1.241148736677,-2.79430884439569,2.98811451612608e-07,7.52159205704495e-07
"AC090589.1",1.33415697961368,-0.651471037215269,2.99472800375624e-07,7.53703830340723e-07
"PPIAP55",1.02489130681624,-2.67080875102266,3.02168937543557e-07,7.60186593710272e-07
"AC093591.2",1.73101493697694,-2.44547422054526,3.03643756557583e-07,7.63775254850614e-07
"C1orf195",2.29755590900419,-2.31710071550916,3.0435687226669e-07,7.65508053938504e-07
"AC073592.7",3.22014044354556,-3.03647923762972,3.05529472891444e-07,7.6833500255189e-07
"AC091133.4",1.85024869620636,-3.57963296820059,3.07140328364656e-07,7.72324450336243e-07
"AL049794.1",1.0259722523763,-1.62197952221535,3.0754000461804e-07,7.73267916108056e-07
"AP001442.1",2.93570571339248,-1.52665190344334,3.07608461635287e-07,7.73378491838581e-07
"EIF4BP5",2.53461332272345,-2.86669591014525,3.11929879370622e-07,7.8386896905473e-07
"GAPDHP49",3.68150419817133,-3.07484054851827,3.13474714155034e-07,7.87563152628229e-07
"AC011595.1",3.6417261018892,-3.2708719270387,3.14363030002227e-07,7.89669333454747e-07
"AL008636.1",2.76003230268592,-3.17183715952381,3.16549092135289e-07,7.95034221148754e-07
"ZDHHC11",1.31276234398005,1.2395628900423,3.1956060523854e-07,8.02342700572296e-07
"SKAP1-AS1",1.76904472543438,-3.2089603984771,3.19814765992562e-07,8.02917029720519e-07
"AL360093.1",2.0208142384386,-2.91186881266336,3.20209568777886e-07,8.03844331060768e-07
"AC124856.1",1.95856121777509,-3.05594355296403,3.20467502746113e-07,8.04364011619762e-07
"AC243654.2",2.03956577484271,-2.9117386470703,3.21191221338078e-07,8.06052447035818e-07
"AL354919.2",1.52740862161092,-3.28735199353001,3.21387589009354e-07,8.06481183444997e-07
"AC069120.1",2.4315899860061,-2.66499489204217,3.21649021323023e-07,8.07073110210331e-07
"PKMP4",1.50687944673877,-3.15783033949945,3.22594667623382e-07,8.09381618029344e-07
"AC092881.1",2.82832035470756,-0.532223879520812,3.22638389850811e-07,8.09427034904842e-07
"RPS2P2",1.56879574584568,-3.21598073466829,3.25324553038074e-07,8.15777331862202e-07
"MIR4768",1.93869197553332,-2.9462383014723,3.26374430353386e-07,8.18215154590901e-07
"RPS3AP49",1.13664238176433,-1.02398725417339,3.27123761779785e-07,8.19963583458327e-07
