"","logFC","logCPM","PValue","FDR"
"TSPAN5",1.24306409947848,4.61748588678154,5.36998973993842e-19,3.59284383426248e-18
"GSDMA",2.31028698559345,1.85506487301439,5.40410557448651e-19,3.61490381991853e-18
"LY6E",1.92008982512457,7.35929281856259,5.64524960269861e-19,3.77381232962457e-18
"PRSS41",4.08936600199749,-1.1905005255581,5.69898348225275e-19,3.80812151342663e-18
"MC1R",1.46300274329067,1.91236459158531,5.73007167781664e-19,3.82808531438488e-18
"AC009093.1",2.74968321851831,-0.66163036784483,5.83602374856518e-19,3.89722042461255e-18
"LAPTM4B",1.49595883465239,7.54156116817781,5.91469409473376e-19,3.94892076362899e-18
"OBP2B",6.52569175274015,-0.569336065187925,5.93733841341029e-19,3.96320161620264e-18
"TSPEAR",3.1523429697605,0.866272091287656,5.95288463587921e-19,3.9727394233488e-18
"PTMAP4",2.23004220295158,1.66418263331906,6.07065763678298e-19,4.04706239119824e-18
"CD44-AS1",2.40150207353089,-0.957711386816275,6.15836513641839e-19,4.10466729440646e-18
"SLCO5A1",1.81749173709324,2.06333158421963,6.18200541722448e-19,4.11955488602348e-18
"AL590617.2",1.13816467791563,0.634127522407414,6.30514543784354e-19,4.19807080754038e-18
"BX322650.1",2.529888511136,-1.97373254036843,6.43684473107573e-19,4.28485536428309e-18
"GPC2",1.44566472903858,0.873063976400085,6.60579806770109e-19,4.39362059690275e-18
"PALM3",2.93151826331544,2.01019000787605,6.78950267853349e-19,4.51190095780864e-18
"AC078778.1",1.87426056195361,-0.852135262282252,6.79077297324727e-19,4.51190095780864e-18
"YY2",1.17374686403392,0.113893311097349,6.84994842512884e-19,4.54930461625174e-18
"WFDC10A",3.43234788232937,-2.55637944275365,6.94267663159008e-19,4.60701497210303e-18
"TMEM40",4.01980112101049,-1.48806677015685,7.11917753981863e-19,4.72314523342062e-18
"NSUN5P2",1.55401207215103,0.882885110917519,7.21836153054428e-19,4.78593275623264e-18
"HOGA1",2.78186601157981,-0.277198959252669,7.25704852461627e-19,4.80855566355289e-18
"SNORA65",1.71261911580623,-0.967426112003015,7.2613059816272e-19,4.81036778942227e-18
"PRSS56",9.3590892143226,2.34148567001631,7.33753023817147e-19,4.85984471309332e-18
"AC022784.3",2.32626708327228,-1.41262456228009,7.35266782892141e-19,4.86885002555259e-18
"AC011700.1",2.22218291125241,-1.3711001689392,7.42513915245781e-19,4.91580933033528e-18
"CXCL5",4.60930241274191,5.10703986713304,7.64484765595308e-19,5.05702830809308e-18
"UBE2SP2",2.88903784619678,-1.40537504062126,7.8257492158599e-19,5.1745268936095e-18
"AC125616.1",3.33843789032048,-2.02011635288259,7.96330902641751e-19,5.26328079647717e-18
"F12",1.63018416812929,4.47254472705116,7.9996394302248e-19,5.28508173398352e-18
"CACNA1D",1.39474799081737,4.0943390588029,8.12171730823485e-19,5.36237021774427e-18
"AL022311.1",1.05928203167021,1.50054955438251,8.29854267763232e-19,5.47568627431992e-18
"PRKCG",3.65138076186275,1.3036270442461,8.5716598860055e-19,5.65117802125567e-18
"LINC00896",2.13528258581869,0.0960950151146962,8.71407599348797e-19,5.74387237350856e-18
"LINC01270",1.66162896008245,-0.798619292307733,8.98784366277765e-19,5.91815224756428e-18
"RAD51AP1",1.18025155535292,4.08501677446129,9.01121350291413e-19,5.93230398411265e-18
"B9D1",1.18171261104299,3.35164057765319,9.02315341170691e-19,5.93892678616784e-18
"MST1",1.78486155690589,2.7048842379599,9.16771951304915e-19,6.03156523481386e-18
"AL121832.2",1.4699042534982,1.13900940572915,9.24734061526711e-19,6.08141615441578e-18
"MELTF",1.82584414949921,5.88206336339303,9.42299509773418e-19,6.19177795596331e-18
"AL589743.1",4.16905660049911,-1.4953860900256,9.69312314819127e-19,6.36398253576074e-18
"TMEM158",1.5625358279857,3.71453108162415,9.92106474882713e-19,6.50957837195629e-18
"AL109615.2",3.47431761285741,-2.80033167908097,1.00740446095541e-18,6.60858163101421e-18
"AL356652.1",2.62468274375803,-2.6545862331346,1.02094979375927e-18,6.696048751139e-18
"SLC26A9",6.72058916202863,1.49240410925301,1.04112735115002e-18,6.82555227326883e-18
"C1orf105",3.08371581781832,-1.01433650087107,1.04673021661085e-18,6.8608605255989e-18
"CSTL1",3.1598986964876,-2.13012135478817,1.07053206670554e-18,7.01541580241195e-18
"KRT15",1.64621464767505,3.14757880655804,1.07672342525096e-18,7.05160098962555e-18
"SEC14L4",4.7188002763515,-0.375721392420574,1.08757139475344e-18,7.12116954910787e-18
"SSBP4",1.03514763937243,5.89563227625748,1.10142761096524e-18,7.20890874522995e-18
"PRRT3-AS1",1.36768985056435,1.25340801134521,1.14313147115192e-18,7.47257450198691e-18
"AC006483.1",2.60450157061412,-2.63221394794098,1.15743762118567e-18,7.56296313673605e-18
"AL355309.1",4.46990955654071,-0.863582744230932,1.15930817361109e-18,7.57361934013546e-18
"SLC52A2",1.21997450296512,7.1782145291057,1.20171970251584e-18,7.84096046294567e-18
"WDR54",1.13929942854186,3.52514995426993,1.27201752483324e-18,8.2927877965449e-18
"WDR72",3.11628832186676,4.04311057868722,1.28259253597e-18,8.36000536185275e-18
"AC090709.1",3.82510262788467,-1.16235446054541,1.28835296429429e-18,8.39408851329133e-18
"GOLGA6L2",5.30180315459831,-2.26249686379248,1.33186861722751e-18,8.67581963382863e-18
"CCDC74A",1.21645597362824,2.14571366365568,1.34768804952254e-18,8.77524908255677e-18
"SNORD17",5.0263423994258,2.81832147477002,1.37720194811606e-18,8.96188283147904e-18
"AC124798.1",1.2622888772721,3.71632077976377,1.45426734725788e-18,9.45752743967026e-18
"NMU",2.84191684886441,2.43559154808837,1.48526339677656e-18,9.65711596920393e-18
"SMG1P7",1.1780038559823,1.26806075563518,1.53458679630682e-18,9.97165788887727e-18
"RPL37AP8",4.98408267816678,0.181855562866428,1.59263548160851e-18,1.03403478772005e-17
"RANP1",1.9973088070317,-0.278158577447945,1.65566902706796e-18,1.07429762933165e-17
"AC068491.4",3.16092991546602,-1.95756465501932,1.68169320822422e-18,1.09073565032699e-17
"TRMT112P6",2.5487661893532,-1.38377964255882,1.74072656477271e-18,1.12809793560747e-17
"AC116351.2",2.15679266710768,-0.608337750860546,1.84483835178299e-18,1.19458860520353e-17
"CLPSL2",3.86812733776381,-3.25649087886417,1.85525566524059e-18,1.20108795557267e-17
"AC016737.1",1.70607490106133,-0.933048219543519,1.95568454554467e-18,1.2655866826586e-17
"AC004988.1",3.22506973067833,-1.84711129696394,2.00096290103545e-18,1.29435751294867e-17
"AC108134.3",2.52176602323424,1.55359095565463,2.00587410202128e-18,1.29726879232668e-17
"AC093620.1",1.63419991662302,-0.274629479459781,2.03484607288364e-18,1.31546740291821e-17
"DMRTA2",5.0673887945931,0.831662849072964,2.17325569514039e-18,1.40264897194219e-17
"CLCN4",1.74268996801856,3.30246344824089,2.17695641237387e-18,1.40446362949005e-17
"CHST4",5.0854615985884,1.79478315302519,2.19360043516296e-18,1.41491258775221e-17
"PABPC3",1.95258220072583,1.31381396645461,2.24275461241521e-18,1.44602747898028e-17
"HAPLN3",1.68961076264306,4.01302951989543,2.2447486922622e-18,1.44701786236767e-17
"RPS19P3",2.47594849007295,0.249164606160156,2.27297595440557e-18,1.46461613966011e-17
"AC009121.1",1.73701441554107,-1.62470287579989,2.29734918538478e-18,1.47971769243346e-17
"FCHO1",1.54147507634015,4.19544498350988,2.30384104429794e-18,1.4835966186813e-17
"EVX1-AS",4.30614961514255,-0.65348785467913,2.36242242286245e-18,1.52039135476662e-17
"CNIH3",1.32352346849685,1.75795610032073,2.5752827924091e-18,1.654013199036e-17
"GSTP1",1.21148292498835,9.34262298300981,2.66550479983315e-18,1.70987397240871e-17
"GRK1",3.45652169873615,-0.932373531162791,2.67152174021962e-18,1.71338583716521e-17
"LRRC43",1.96745931200206,-0.286282045543056,2.70755794821845e-18,1.73544082487453e-17
"RPL13P2",3.95985618140796,0.380788764153714,2.77910106055953e-18,1.7798528239663e-17
"DSG3",4.41218727426863,3.83198582880185,2.78476919055228e-18,1.78312146406806e-17
"HNRNPUP1",2.79897710635413,-0.611440298864172,2.82401976796095e-18,1.80788767029768e-17
"ADAMTSL5",1.31087797455076,2.87802233989231,2.83386093939513e-18,1.81382027265621e-17
"AC093908.1",2.76200727583918,0.857442437123403,2.90174975159358e-18,1.85689649386461e-17
"CITED1",2.66402014111069,0.718301692292751,2.95582355525458e-18,1.88996829753406e-17
"PPM1N",1.60122220083746,1.25118992220132,2.98001585228689e-18,1.90466600892777e-17
"AC092375.1",2.42204188614256,-2.18206400118783,2.99251885193938e-18,1.91227039015617e-17
"TSTA3",1.23861864712708,7.60070315368136,3.02065464816121e-18,1.92946911240108e-17
"AC017083.1",1.53250328486963,-1.57936819358396,3.08149622113232e-18,1.96713902029164e-17
"HMGB1P8",1.98058791736682,-0.982843395821946,3.10004877540633e-18,1.97858264568509e-17
"ADRM1",1.0387207290109,7.45271569181781,3.20256117001195e-18,2.04236001300338e-17
"SNORA26",2.2269709924808,-0.812503382865832,3.34459458397978e-18,2.13207781863747e-17
"AL359075.1",3.03839621934051,-2.0077951960327,3.4579719873638e-18,2.20257477816098e-17
"AP005271.1",4.05099037674453,-1.69602914234604,3.54506741935769e-18,2.25714056791148e-17
"FAM111B",1.12333563980351,4.48696235481069,3.84854770434942e-18,2.44789948909827e-17
"AF064858.3",3.70447447300957,1.46704720524346,3.86722663345807e-18,2.45928524619245e-17
"AC011511.3",3.4039378658492,-2.40381291194173,4.02327323542829e-18,2.55594754327138e-17
"AC007773.1",1.81795400909058,-0.675995546004624,4.13985696336993e-18,2.62948333421283e-17
"RBBP8NL",1.38549069076969,4.09732283066739,4.16799678031857e-18,2.64682456845437e-17
"MUC6",6.80127721779544,4.33456077178909,4.2618254440298e-18,2.70532150398299e-17
"GJB5",4.27811816581941,2.09868363114545,4.31591919903404e-18,2.73855865143769e-17
"RF00100",8.0811198847527,5.88844173365065,4.44368251470421e-18,2.81623393554765e-17
"DDX12P",1.26619772369783,1.82260932159708,4.47457093783578e-18,2.83524106777067e-17
"TMEM67",1.09387861719693,2.90221047718814,4.59430644890812e-18,2.90935906274513e-17
"AC078820.1",3.62314034577189,-2.57408513704826,4.99377754670026e-18,3.15915927178417e-17
"WNT8B",2.35944054757388,-1.8479331671071,5.05593444714183e-18,3.19784058035139e-17
"CCAT2",4.13841606677916,-1.93728490574892,5.15361142549145e-18,3.25766398090339e-17
"RDH16",2.78347148468044,0.142970513417621,5.25407906084344e-18,3.3191785596726e-17
"LINC01704",2.82872964618956,-3.52211978537475,5.26350127681201e-18,3.32446613031431e-17
"KIF21B",1.17959935977796,5.15533047625651,5.26532610917626e-18,3.32495398295434e-17
"SFRP4",3.11162971760307,5.46595172728273,5.43127161760616e-18,3.42700547663334e-17
"ERICH2",2.34817285049118,-0.0722571108924162,5.4760516035514e-18,3.45457065317491e-17
"AL161772.1",1.40440027460612,2.12682195742544,5.52329121681375e-18,3.48285383685507e-17
"AC092045.1",1.68463665994332,-2.03922882465562,5.52419225033417e-18,3.48285383685507e-17
"NT5DC4",2.42894875548558,-0.719894439605899,5.54939929642122e-18,3.4973503285824e-17
"TPRXL",3.98471130235514,0.478129987720735,5.60471430855775e-18,3.53009846790799e-17
"AL049539.1",2.97408142248504,-1.98608339879372,5.61477112774991e-18,3.53572781022529e-17
"LINC02331",4.15547823261286,-2.59624888342474,5.62172584179258e-18,3.53940184375754e-17
"NME2P1",1.7298276584361,-0.0301103578921006,5.72235445596113e-18,3.60203913781989e-17
"FAM84B",1.02213362541451,6.31511963432025,5.73074915245281e-18,3.60660474050681e-17
"KCNN4",1.61932693034728,6.69148266056759,5.82198226030381e-18,3.66183327791715e-17
"LINC01929",3.22113139730556,-1.54502550155329,5.88471801441301e-18,3.69981883043483e-17
"AC104035.1",4.97205501037523,-0.832354075715412,5.92074849069236e-18,3.72173113940398e-17
"NDUFAF8",1.05418945690873,4.51356126980395,5.94880556811951e-18,3.73862371819375e-17
"DUSP15",2.42943621268309,1.66656848748526,5.97999641126534e-18,3.75747865197108e-17
"CADPS",2.21436679394219,4.46845976841153,6.19504377274433e-18,3.89028061841208e-17
"H19",3.94413312346756,5.77780877404956,6.2429798757583e-18,3.91960379997679e-17
"AC016773.1",1.39407342683016,-0.423838966149919,6.24466652673942e-18,3.91988375877763e-17
"MYBPHL",5.60941032684533,-0.41949693859041,6.41405461449752e-18,4.02461226287627e-17
"TNFRSF10C",1.63165349685445,1.56345421658055,6.57347878353801e-18,4.12382675155513e-17
"CPSF1P1",2.63790679610457,0.141204335157047,6.70436952306668e-18,4.20343612506937e-17
"PTRH1",1.83679479283578,-1.91982915138676,6.88310401462799e-18,4.31292949492547e-17
"CYP2W1",4.02956218901011,6.01035375411054,7.02700845759783e-18,4.40135365188121e-17
"CLSPN",1.16958633967434,3.1428006069648,7.07976646095498e-18,4.4335195599792e-17
"CYP4X1",2.90126220939315,3.45305981015595,7.13197000274589e-18,4.46444082220628e-17
"WNT5A",1.44353378396488,4.66144834108146,7.13791304215562e-18,4.4672758863079e-17
"HSPD1P1",1.4736866377518,-0.39392168436204,7.46652140067669e-18,4.67016057437297e-17
"LINC01942",2.84031590162464,-2.69159311750232,7.60564838901782e-18,4.75435792548951e-17
"TNNT1",4.09498416763579,2.00633475334993,7.81325462075685e-18,4.87930723924829e-17
"AC026356.2",1.69932128385458,-1.03715022291432,7.98235319690972e-18,4.98096947560673e-17
"HIST1H1E",6.01106659836349,2.57578561151883,8.055470766627e-18,5.02460983080053e-17
"PAXX",1.02289056944198,5.3268925363202,8.11670169387318e-18,5.06180332835641e-17
"LSM7",1.24319028455116,6.53973111164944,8.31117655122695e-18,5.18103790021533e-17
"RANBP17",1.46364104411199,2.48736405546437,8.40976380924301e-18,5.24146119600344e-17
"COMT",1.14804385029877,7.20863377152403,8.49793726630203e-18,5.29537144091282e-17
"POC1B-AS1",1.13598102663433,1.75938763235912,8.83360409109578e-18,5.50128235856473e-17
"LRP5L",1.16565292692396,2.79254427124257,8.95640498145222e-18,5.57556064195113e-17
"AC121761.1",1.67658111671976,0.477321495231734,8.96036555827386e-18,5.57692728689019e-17
"CLDN9",2.61309787844753,1.14698371382835,9.00217552901404e-18,5.60085477875509e-17
"SPRR1A",7.70339761749842,0.354647935012814,9.05366192361411e-18,5.62944973731038e-17
"CXCL17",5.11963653247389,0.7004569607997,9.1018546064356e-18,5.65607577854287e-17
"AL021392.1",1.80202876373021,-1.56688781833579,9.22741125422001e-18,5.73297155859533e-17
"AC137767.1",1.22749014722875,0.35246384863215,9.27285052328333e-18,5.75893781368371e-17
"BAAT",5.08647309372044,0.698621457226661,9.30027625418027e-18,5.77483545004554e-17
"NOD2",1.46812096452339,2.81569617269936,9.42419741707585e-18,5.84833370649533e-17
"S1PR5",1.31206734057441,-0.45511995606231,9.53462997161236e-18,5.91570237025038e-17
"RPUSD1",1.08452429651838,5.53155722481989,9.7419970059407e-18,6.03961757081406e-17
"AC105137.2",1.46795021848205,-1.71881643176691,1.00439204182102e-17,6.22313351191439e-17
"LINC02195",2.81981946227867,-2.40697607907177,1.02931345493898e-17,6.37504410544743e-17
"GTF2F2P1",2.78833817476731,-2.70811182641518,1.03527541314479e-17,6.40945642317916e-17
"CPXM1",1.68953558180776,3.93639549885237,1.10604305720822e-17,6.83552783771113e-17
"KCNQ1OT1",2.7919674299293,3.75829750921321,1.11212046053139e-17,6.87039923925856e-17
"TREM1",2.60501737657191,2.2243577004539,1.13372712295674e-17,7.00114171140978e-17
"RPL11P3",3.68735009713729,0.421100291030793,1.13773544504256e-17,7.0231488697205e-17
"PADI3",5.09809847673394,2.0307912657136,1.14055298023822e-17,7.03727156473885e-17
"SLC9A5",1.16424743816423,0.603636096314499,1.15671254825347e-17,7.13193199394454e-17
"AL031600.1",1.6606380331942,-1.01019705047941,1.16373517121514e-17,7.1738312710634e-17
"TMEM191A",1.55057930614937,2.39314164065141,1.17610136075839e-17,7.24582103947736e-17
"PGF",1.45221542789531,3.43881378597639,1.19977966119386e-17,7.39025908288118e-17
"AL022718.1",5.21858751565671,0.533655633900578,1.20496755848007e-17,7.42076804582084e-17
"AC110285.6",2.68688059305543,-1.05244249251746,1.23772690395865e-17,7.61954522150538e-17
"BRIP1",1.06268173535611,3.42054660562797,1.24736853638902e-17,7.67590848658714e-17
"EREG",2.92192087427999,5.87812113580745,1.25529490383382e-17,7.72167677118806e-17
"LPCAT1",1.11784377462328,6.04822937438772,1.33159463431732e-17,8.18623648219245e-17
"AC097658.1",2.16572641272278,0.460051918596326,1.37172011331106e-17,8.42471880634451e-17
"AC113398.1",3.67565561081933,1.19542734203336,1.41104675347367e-17,8.66120071546412e-17
"SKA1",1.10769982271378,3.42094636605539,1.45838368507625e-17,8.94828428095046e-17
"NPC1L1",3.98704767888962,2.72642147356988,1.48733295969736e-17,9.11882596462618e-17
"DUS3L",1.03160783867661,5.35563954364706,1.4879132820503e-17,9.12061395417448e-17
"RAD51AP2",2.14113259544777,-1.4140829306169,1.48929160114185e-17,9.12729186321525e-17
"AL359922.2",2.4340721020156,-0.21348648674916,1.52104170109067e-17,9.31066340721534e-17
"AC144652.1",1.17183101937034,0.790605071499883,1.52127510866475e-17,9.31066340721534e-17
"CLCN5",1.0280824304245,4.67857396671621,1.55121229934429e-17,9.48837370245581e-17
"NDUFA4L2",2.27824601609117,4.354086086043,1.55298258593609e-17,9.49736330574503e-17
"GAS2",1.89609739120341,1.33544521936379,1.60394485411116e-17,9.79954163139314e-17
"COL12A1",1.8268782571967,7.85597931982085,1.61063924211145e-17,9.83853936118079e-17
"AC129926.1",4.2679257813549,-3.03661071269362,1.6138694106928e-17,9.85636502842019e-17
"AFAP1-AS1",5.60334485642802,3.37139785254232,1.6311528193497e-17,9.95806976265023e-17
"SMPD5",1.96621057357975,-1.16607641197407,1.73993325429316e-17,1.06098651424211e-16
"AL355802.2",1.58379236036233,-1.58268245408968,1.74717435766685e-17,1.06499092189406e-16
"WFDC10B",2.42847626051601,-1.44364367690118,1.76211670680671e-17,1.0738918425568e-16
"F2",5.79487934082385,1.58510972949736,1.79043840480625e-17,1.09052092776256e-16
"AC116407.4",1.46914812978311,-1.11249922913949,1.85335931375155e-17,1.12819230827269e-16
"AC104564.4",3.11826277788353,-3.15409857124397,1.86180568794166e-17,1.13311552878329e-16
"COL5A2",1.7582853794194,7.51237554338611,1.87983930532152e-17,1.14387063122155e-16
"LINC02266",4.41545282931918,-2.76816366396917,1.97901954907368e-17,1.20352578660028e-16
"AC012512.1",4.74930941407113,-1.42174238576554,1.98104365615038e-17,1.20452486968359e-16
"AC023906.1",4.60372567281135,-0.285670183357687,1.98533324359888e-17,1.20690077285009e-16
"AC090673.1",3.11148082809812,-0.0378423836910217,1.99761865783942e-17,1.21413555708197e-16
"TRPM2",1.61515292077358,4.92577316896802,2.01109346269779e-17,1.2220903205811e-16
"RUVBL2",1.03806893154852,7.21796037848301,2.02896039706387e-17,1.23247348249257e-16
"AL691482.3",1.6647239179488,2.26892266893761,2.09058302317283e-17,1.26917350982127e-16
"HMGA1P1",1.57920916922373,-2.13316368719875,2.1078215296678e-17,1.27914724523232e-16
"AC078993.1",4.58482118851115,2.00937410573101,2.14297758651025e-17,1.30023220454424e-16
"AL117382.1",1.987745419438,3.26321766456534,2.15149523872806e-17,1.30489900320859e-16
"HMMR",1.24302335626928,4.90066259375785,2.17024761217405e-17,1.3160198236356e-16
"KCNH4",2.14757230472625,-0.193534827966696,2.18860597476863e-17,1.32689749685023e-16
"MAT1A",3.83794104642784,2.61046148454808,2.22989665670276e-17,1.3511531468203e-16
"PLAGL2",1.25224025307976,6.68706414003834,2.2512286126864e-17,1.3632943369868e-16
"CDH24",1.10221393935267,3.63013347656882,2.29136712857246e-17,1.38627272487533e-16
"TSPEAR-AS2",2.78980387309273,-0.0326370461981223,2.29841489181601e-17,1.39027037482564e-16
"RPS19P7",3.54655583640965,-1.15208727543824,2.31306823668701e-17,1.39869359321077e-16
"LINC01833",4.40982146078975,0.478445323240222,2.31322572232021e-17,1.39869359321077e-16
"ARHGAP40",4.81974679856464,-1.22528081098618,2.32981788217351e-17,1.40818703561331e-16
"ATP5F1EP2",1.92201710235312,0.572513638137306,2.38879697030086e-17,1.4427310778573e-16
"SP8",4.64261348887392,0.150991838132249,2.40025241474719e-17,1.44909563422718e-16
"AC137932.3",1.23734360606901,0.628069361638752,2.40777317916777e-17,1.45280324769762e-16
"MCF2L-AS1",1.50436642324254,2.36169547590731,2.41872391188895e-17,1.45913203261997e-16
"LPAL2",1.49543962982335,0.0829241403708409,2.45254865029162e-17,1.4792548588901e-16
